Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
130010,CVE-2019-2996,7.5,Critical,192.168.1.6,tcp,0,Oracle Java SE 1.7.0_241 / 1.8.0_231 / 1.11.0_5 / 1.13.0_1 Multiple Vulnerabilities (Oct 2019 CPU) (Unix),"The remote Unix host contains a programming platform that is affected
by multiple vulnerabilities.","The version of Oracle (formerly Sun) Java SE or Java for Business
installed on the remote host is prior to 7 Update 241, 8 Update 231,
11 Update 5, or 13 Update 1. It is, therefore, affected by multiple
vulnerabilities related to the following components :

  - 2D
  - Libraries
  - Kerberos
  - Networking
  - JavaFX
  - Hotspot
  - Scripting
  - Javadoc
  - Deployment
  - Concurrency
  - JAXP
  - Serialization
  - Security

Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Oracle JDK / JRE 13 Update 1, 11 Update 5, 8 Update 231
/ 7 Update 241 or later. If necessary, remove any affected versions.","http://www.nessus.org/u?2c94f8e4
http://www.nessus.org/u?144b1a0e","
The following vulnerable instances of Java are installed on the
remote host :

  Path              : /home/anshul/.local/Android-Studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Path              : /home/anshul/Android-studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Installed version : 1.11.0_4
  Fixed version     : 1.7.0_241 / 1.8.0_231 / 1.11.0_5 / 1.13.0_1
"
130010,CVE-2019-2999,7.5,Critical,192.168.1.6,tcp,0,Oracle Java SE 1.7.0_241 / 1.8.0_231 / 1.11.0_5 / 1.13.0_1 Multiple Vulnerabilities (Oct 2019 CPU) (Unix),"The remote Unix host contains a programming platform that is affected
by multiple vulnerabilities.","The version of Oracle (formerly Sun) Java SE or Java for Business
installed on the remote host is prior to 7 Update 241, 8 Update 231,
11 Update 5, or 13 Update 1. It is, therefore, affected by multiple
vulnerabilities related to the following components :

  - 2D
  - Libraries
  - Kerberos
  - Networking
  - JavaFX
  - Hotspot
  - Scripting
  - Javadoc
  - Deployment
  - Concurrency
  - JAXP
  - Serialization
  - Security

Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Oracle JDK / JRE 13 Update 1, 11 Update 5, 8 Update 231
/ 7 Update 241 or later. If necessary, remove any affected versions.","http://www.nessus.org/u?2c94f8e4
http://www.nessus.org/u?144b1a0e","
The following vulnerable instances of Java are installed on the
remote host :

  Path              : /home/anshul/.local/Android-Studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Path              : /home/anshul/Android-studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Installed version : 1.11.0_4
  Fixed version     : 1.7.0_241 / 1.8.0_231 / 1.11.0_5 / 1.13.0_1
"
132960,CVE-2019-13117,6.8,High,192.168.1.6,tcp,0,Oracle Java SE 1.7.0_251 / 1.8.0_241 / 1.11.0_6 / 1.13.0_2 Multiple Vulnerabilities (Jan 2020 CPU) (Unix),"The remote Unix host contains a programming platform that is affected
by multiple vulnerabilities.","The version of Oracle (formerly Sun) Java SE or Java for Business
installed on the remote host is prior to 7 Update 251, 8 Update 241,
11 Update 6, or 13 Update 2. It is, therefore, affected by multiple
vulnerabilities:

  - Oracle Java SE and Java SE Embedded are prone to a severe division by zero, over 'Multiple' protocol.
    This issue affects the 'SQLite' component.(CVE-2019-16168)

  - Oracle Java SE and Java SE Embedded are prone to format string vulnerability, leading to a read
    uninitialized stack data over 'Multiple' protocol. This issue affects the 'libxst' component.
    (CVE-2019-13117, CVE-2019-13118)

  - Oracle Java SE and Java SE Embedded are prone to a remote security vulnerability. An unauthenticated
    remote attacker can exploit this over 'Kerberos' protocol. This issue affects the 'Security' component.
    (CVE-2020-2601, CVE-2020-2590)

  - Oracle Java SE/Java SE Embedded are prone to a remote security vulnerability. An unauthenticated
    remote attacker can exploit this overmultiple protocols. This issue affects the 'Serialization' component.
    (CVE-2020-2604, CVE-2020-2583)

  - Oracle Java SE/Java SE Embedded are prone to a remote security vulnerability. Tn unauthenticated
    remote attacker can exploit this over multiple protocols. This issue affects the 'Networking' component.
    (CVE-2020-2593, CVE-2020-2659)

  - Oracle Java SE are prone to a remote security vulnerability. An unauthenticated remote attacker can exploit
    this over multiple protocols. This issue affects the 'Libraries' component. (CVE-2020-2654)

  - Oracle Java SE are prone to a multiple security vulnerability. An unauthenticated remote attacker can exploit
    this over multiple protocols. This issue affects the 'JavaFX' component. (CVE-2020-2585)

  - Oracle Java SE are prone to a multiple security vulnerability. An unauthenticate remote attacker can exploit
    this over 'HTTPS' protocols. This issue affects the 'JSSE' component. (CVE-2020-2655)

Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Oracle JDK / JRE 13 Update 2 , 11 Update 6, 8 Update 241
/ 7 Update 251 or later. If necessary, remove any affected versions.",http://www.nessus.org/u?d22a1e87,"
The following vulnerable instances of Java are installed on the
remote host :

  Path              : /home/anshul/.local/Android-Studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Path              : /home/anshul/Android-studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Installed version : 1.11.0_4
  Fixed version     : 1.7.0_251 / 1.8.0_241 / 1.11.0_6 / 1.13.0_2
"
132960,CVE-2019-13118,6.8,High,192.168.1.6,tcp,0,Oracle Java SE 1.7.0_251 / 1.8.0_241 / 1.11.0_6 / 1.13.0_2 Multiple Vulnerabilities (Jan 2020 CPU) (Unix),"The remote Unix host contains a programming platform that is affected
by multiple vulnerabilities.","The version of Oracle (formerly Sun) Java SE or Java for Business
installed on the remote host is prior to 7 Update 251, 8 Update 241,
11 Update 6, or 13 Update 2. It is, therefore, affected by multiple
vulnerabilities:

  - Oracle Java SE and Java SE Embedded are prone to a severe division by zero, over 'Multiple' protocol.
    This issue affects the 'SQLite' component.(CVE-2019-16168)

  - Oracle Java SE and Java SE Embedded are prone to format string vulnerability, leading to a read
    uninitialized stack data over 'Multiple' protocol. This issue affects the 'libxst' component.
    (CVE-2019-13117, CVE-2019-13118)

  - Oracle Java SE and Java SE Embedded are prone to a remote security vulnerability. An unauthenticated
    remote attacker can exploit this over 'Kerberos' protocol. This issue affects the 'Security' component.
    (CVE-2020-2601, CVE-2020-2590)

  - Oracle Java SE/Java SE Embedded are prone to a remote security vulnerability. An unauthenticated
    remote attacker can exploit this overmultiple protocols. This issue affects the 'Serialization' component.
    (CVE-2020-2604, CVE-2020-2583)

  - Oracle Java SE/Java SE Embedded are prone to a remote security vulnerability. Tn unauthenticated
    remote attacker can exploit this over multiple protocols. This issue affects the 'Networking' component.
    (CVE-2020-2593, CVE-2020-2659)

  - Oracle Java SE are prone to a remote security vulnerability. An unauthenticated remote attacker can exploit
    this over multiple protocols. This issue affects the 'Libraries' component. (CVE-2020-2654)

  - Oracle Java SE are prone to a multiple security vulnerability. An unauthenticated remote attacker can exploit
    this over multiple protocols. This issue affects the 'JavaFX' component. (CVE-2020-2585)

  - Oracle Java SE are prone to a multiple security vulnerability. An unauthenticate remote attacker can exploit
    this over 'HTTPS' protocols. This issue affects the 'JSSE' component. (CVE-2020-2655)

Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Oracle JDK / JRE 13 Update 2 , 11 Update 6, 8 Update 241
/ 7 Update 251 or later. If necessary, remove any affected versions.",http://www.nessus.org/u?d22a1e87,"
The following vulnerable instances of Java are installed on the
remote host :

  Path              : /home/anshul/.local/Android-Studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Path              : /home/anshul/Android-studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Installed version : 1.11.0_4
  Fixed version     : 1.7.0_251 / 1.8.0_241 / 1.11.0_6 / 1.13.0_2
"
132960,CVE-2019-16168,6.8,High,192.168.1.6,tcp,0,Oracle Java SE 1.7.0_251 / 1.8.0_241 / 1.11.0_6 / 1.13.0_2 Multiple Vulnerabilities (Jan 2020 CPU) (Unix),"The remote Unix host contains a programming platform that is affected
by multiple vulnerabilities.","The version of Oracle (formerly Sun) Java SE or Java for Business
installed on the remote host is prior to 7 Update 251, 8 Update 241,
11 Update 6, or 13 Update 2. It is, therefore, affected by multiple
vulnerabilities:

  - Oracle Java SE and Java SE Embedded are prone to a severe division by zero, over 'Multiple' protocol.
    This issue affects the 'SQLite' component.(CVE-2019-16168)

  - Oracle Java SE and Java SE Embedded are prone to format string vulnerability, leading to a read
    uninitialized stack data over 'Multiple' protocol. This issue affects the 'libxst' component.
    (CVE-2019-13117, CVE-2019-13118)

  - Oracle Java SE and Java SE Embedded are prone to a remote security vulnerability. An unauthenticated
    remote attacker can exploit this over 'Kerberos' protocol. This issue affects the 'Security' component.
    (CVE-2020-2601, CVE-2020-2590)

  - Oracle Java SE/Java SE Embedded are prone to a remote security vulnerability. An unauthenticated
    remote attacker can exploit this overmultiple protocols. This issue affects the 'Serialization' component.
    (CVE-2020-2604, CVE-2020-2583)

  - Oracle Java SE/Java SE Embedded are prone to a remote security vulnerability. Tn unauthenticated
    remote attacker can exploit this over multiple protocols. This issue affects the 'Networking' component.
    (CVE-2020-2593, CVE-2020-2659)

  - Oracle Java SE are prone to a remote security vulnerability. An unauthenticated remote attacker can exploit
    this over multiple protocols. This issue affects the 'Libraries' component. (CVE-2020-2654)

  - Oracle Java SE are prone to a multiple security vulnerability. An unauthenticated remote attacker can exploit
    this over multiple protocols. This issue affects the 'JavaFX' component. (CVE-2020-2585)

  - Oracle Java SE are prone to a multiple security vulnerability. An unauthenticate remote attacker can exploit
    this over 'HTTPS' protocols. This issue affects the 'JSSE' component. (CVE-2020-2655)

Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Oracle JDK / JRE 13 Update 2 , 11 Update 6, 8 Update 241
/ 7 Update 251 or later. If necessary, remove any affected versions.",http://www.nessus.org/u?d22a1e87,"
The following vulnerable instances of Java are installed on the
remote host :

  Path              : /home/anshul/.local/Android-Studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Path              : /home/anshul/Android-studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Installed version : 1.11.0_4
  Fixed version     : 1.7.0_251 / 1.8.0_241 / 1.11.0_6 / 1.13.0_2
"
132960,CVE-2020-2583,6.8,High,192.168.1.6,tcp,0,Oracle Java SE 1.7.0_251 / 1.8.0_241 / 1.11.0_6 / 1.13.0_2 Multiple Vulnerabilities (Jan 2020 CPU) (Unix),"The remote Unix host contains a programming platform that is affected
by multiple vulnerabilities.","The version of Oracle (formerly Sun) Java SE or Java for Business
installed on the remote host is prior to 7 Update 251, 8 Update 241,
11 Update 6, or 13 Update 2. It is, therefore, affected by multiple
vulnerabilities:

  - Oracle Java SE and Java SE Embedded are prone to a severe division by zero, over 'Multiple' protocol.
    This issue affects the 'SQLite' component.(CVE-2019-16168)

  - Oracle Java SE and Java SE Embedded are prone to format string vulnerability, leading to a read
    uninitialized stack data over 'Multiple' protocol. This issue affects the 'libxst' component.
    (CVE-2019-13117, CVE-2019-13118)

  - Oracle Java SE and Java SE Embedded are prone to a remote security vulnerability. An unauthenticated
    remote attacker can exploit this over 'Kerberos' protocol. This issue affects the 'Security' component.
    (CVE-2020-2601, CVE-2020-2590)

  - Oracle Java SE/Java SE Embedded are prone to a remote security vulnerability. An unauthenticated
    remote attacker can exploit this overmultiple protocols. This issue affects the 'Serialization' component.
    (CVE-2020-2604, CVE-2020-2583)

  - Oracle Java SE/Java SE Embedded are prone to a remote security vulnerability. Tn unauthenticated
    remote attacker can exploit this over multiple protocols. This issue affects the 'Networking' component.
    (CVE-2020-2593, CVE-2020-2659)

  - Oracle Java SE are prone to a remote security vulnerability. An unauthenticated remote attacker can exploit
    this over multiple protocols. This issue affects the 'Libraries' component. (CVE-2020-2654)

  - Oracle Java SE are prone to a multiple security vulnerability. An unauthenticated remote attacker can exploit
    this over multiple protocols. This issue affects the 'JavaFX' component. (CVE-2020-2585)

  - Oracle Java SE are prone to a multiple security vulnerability. An unauthenticate remote attacker can exploit
    this over 'HTTPS' protocols. This issue affects the 'JSSE' component. (CVE-2020-2655)

Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Oracle JDK / JRE 13 Update 2 , 11 Update 6, 8 Update 241
/ 7 Update 251 or later. If necessary, remove any affected versions.",http://www.nessus.org/u?d22a1e87,"
The following vulnerable instances of Java are installed on the
remote host :

  Path              : /home/anshul/.local/Android-Studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Path              : /home/anshul/Android-studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Installed version : 1.11.0_4
  Fixed version     : 1.7.0_251 / 1.8.0_241 / 1.11.0_6 / 1.13.0_2
"
132960,CVE-2020-2585,6.8,High,192.168.1.6,tcp,0,Oracle Java SE 1.7.0_251 / 1.8.0_241 / 1.11.0_6 / 1.13.0_2 Multiple Vulnerabilities (Jan 2020 CPU) (Unix),"The remote Unix host contains a programming platform that is affected
by multiple vulnerabilities.","The version of Oracle (formerly Sun) Java SE or Java for Business
installed on the remote host is prior to 7 Update 251, 8 Update 241,
11 Update 6, or 13 Update 2. It is, therefore, affected by multiple
vulnerabilities:

  - Oracle Java SE and Java SE Embedded are prone to a severe division by zero, over 'Multiple' protocol.
    This issue affects the 'SQLite' component.(CVE-2019-16168)

  - Oracle Java SE and Java SE Embedded are prone to format string vulnerability, leading to a read
    uninitialized stack data over 'Multiple' protocol. This issue affects the 'libxst' component.
    (CVE-2019-13117, CVE-2019-13118)

  - Oracle Java SE and Java SE Embedded are prone to a remote security vulnerability. An unauthenticated
    remote attacker can exploit this over 'Kerberos' protocol. This issue affects the 'Security' component.
    (CVE-2020-2601, CVE-2020-2590)

  - Oracle Java SE/Java SE Embedded are prone to a remote security vulnerability. An unauthenticated
    remote attacker can exploit this overmultiple protocols. This issue affects the 'Serialization' component.
    (CVE-2020-2604, CVE-2020-2583)

  - Oracle Java SE/Java SE Embedded are prone to a remote security vulnerability. Tn unauthenticated
    remote attacker can exploit this over multiple protocols. This issue affects the 'Networking' component.
    (CVE-2020-2593, CVE-2020-2659)

  - Oracle Java SE are prone to a remote security vulnerability. An unauthenticated remote attacker can exploit
    this over multiple protocols. This issue affects the 'Libraries' component. (CVE-2020-2654)

  - Oracle Java SE are prone to a multiple security vulnerability. An unauthenticated remote attacker can exploit
    this over multiple protocols. This issue affects the 'JavaFX' component. (CVE-2020-2585)

  - Oracle Java SE are prone to a multiple security vulnerability. An unauthenticate remote attacker can exploit
    this over 'HTTPS' protocols. This issue affects the 'JSSE' component. (CVE-2020-2655)

Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Oracle JDK / JRE 13 Update 2 , 11 Update 6, 8 Update 241
/ 7 Update 251 or later. If necessary, remove any affected versions.",http://www.nessus.org/u?d22a1e87,"
The following vulnerable instances of Java are installed on the
remote host :

  Path              : /home/anshul/.local/Android-Studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Path              : /home/anshul/Android-studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Installed version : 1.11.0_4
  Fixed version     : 1.7.0_251 / 1.8.0_241 / 1.11.0_6 / 1.13.0_2
"
132960,CVE-2020-2590,6.8,High,192.168.1.6,tcp,0,Oracle Java SE 1.7.0_251 / 1.8.0_241 / 1.11.0_6 / 1.13.0_2 Multiple Vulnerabilities (Jan 2020 CPU) (Unix),"The remote Unix host contains a programming platform that is affected
by multiple vulnerabilities.","The version of Oracle (formerly Sun) Java SE or Java for Business
installed on the remote host is prior to 7 Update 251, 8 Update 241,
11 Update 6, or 13 Update 2. It is, therefore, affected by multiple
vulnerabilities:

  - Oracle Java SE and Java SE Embedded are prone to a severe division by zero, over 'Multiple' protocol.
    This issue affects the 'SQLite' component.(CVE-2019-16168)

  - Oracle Java SE and Java SE Embedded are prone to format string vulnerability, leading to a read
    uninitialized stack data over 'Multiple' protocol. This issue affects the 'libxst' component.
    (CVE-2019-13117, CVE-2019-13118)

  - Oracle Java SE and Java SE Embedded are prone to a remote security vulnerability. An unauthenticated
    remote attacker can exploit this over 'Kerberos' protocol. This issue affects the 'Security' component.
    (CVE-2020-2601, CVE-2020-2590)

  - Oracle Java SE/Java SE Embedded are prone to a remote security vulnerability. An unauthenticated
    remote attacker can exploit this overmultiple protocols. This issue affects the 'Serialization' component.
    (CVE-2020-2604, CVE-2020-2583)

  - Oracle Java SE/Java SE Embedded are prone to a remote security vulnerability. Tn unauthenticated
    remote attacker can exploit this over multiple protocols. This issue affects the 'Networking' component.
    (CVE-2020-2593, CVE-2020-2659)

  - Oracle Java SE are prone to a remote security vulnerability. An unauthenticated remote attacker can exploit
    this over multiple protocols. This issue affects the 'Libraries' component. (CVE-2020-2654)

  - Oracle Java SE are prone to a multiple security vulnerability. An unauthenticated remote attacker can exploit
    this over multiple protocols. This issue affects the 'JavaFX' component. (CVE-2020-2585)

  - Oracle Java SE are prone to a multiple security vulnerability. An unauthenticate remote attacker can exploit
    this over 'HTTPS' protocols. This issue affects the 'JSSE' component. (CVE-2020-2655)

Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Oracle JDK / JRE 13 Update 2 , 11 Update 6, 8 Update 241
/ 7 Update 251 or later. If necessary, remove any affected versions.",http://www.nessus.org/u?d22a1e87,"
The following vulnerable instances of Java are installed on the
remote host :

  Path              : /home/anshul/.local/Android-Studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Path              : /home/anshul/Android-studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Installed version : 1.11.0_4
  Fixed version     : 1.7.0_251 / 1.8.0_241 / 1.11.0_6 / 1.13.0_2
"
132960,CVE-2020-2593,6.8,High,192.168.1.6,tcp,0,Oracle Java SE 1.7.0_251 / 1.8.0_241 / 1.11.0_6 / 1.13.0_2 Multiple Vulnerabilities (Jan 2020 CPU) (Unix),"The remote Unix host contains a programming platform that is affected
by multiple vulnerabilities.","The version of Oracle (formerly Sun) Java SE or Java for Business
installed on the remote host is prior to 7 Update 251, 8 Update 241,
11 Update 6, or 13 Update 2. It is, therefore, affected by multiple
vulnerabilities:

  - Oracle Java SE and Java SE Embedded are prone to a severe division by zero, over 'Multiple' protocol.
    This issue affects the 'SQLite' component.(CVE-2019-16168)

  - Oracle Java SE and Java SE Embedded are prone to format string vulnerability, leading to a read
    uninitialized stack data over 'Multiple' protocol. This issue affects the 'libxst' component.
    (CVE-2019-13117, CVE-2019-13118)

  - Oracle Java SE and Java SE Embedded are prone to a remote security vulnerability. An unauthenticated
    remote attacker can exploit this over 'Kerberos' protocol. This issue affects the 'Security' component.
    (CVE-2020-2601, CVE-2020-2590)

  - Oracle Java SE/Java SE Embedded are prone to a remote security vulnerability. An unauthenticated
    remote attacker can exploit this overmultiple protocols. This issue affects the 'Serialization' component.
    (CVE-2020-2604, CVE-2020-2583)

  - Oracle Java SE/Java SE Embedded are prone to a remote security vulnerability. Tn unauthenticated
    remote attacker can exploit this over multiple protocols. This issue affects the 'Networking' component.
    (CVE-2020-2593, CVE-2020-2659)

  - Oracle Java SE are prone to a remote security vulnerability. An unauthenticated remote attacker can exploit
    this over multiple protocols. This issue affects the 'Libraries' component. (CVE-2020-2654)

  - Oracle Java SE are prone to a multiple security vulnerability. An unauthenticated remote attacker can exploit
    this over multiple protocols. This issue affects the 'JavaFX' component. (CVE-2020-2585)

  - Oracle Java SE are prone to a multiple security vulnerability. An unauthenticate remote attacker can exploit
    this over 'HTTPS' protocols. This issue affects the 'JSSE' component. (CVE-2020-2655)

Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Oracle JDK / JRE 13 Update 2 , 11 Update 6, 8 Update 241
/ 7 Update 251 or later. If necessary, remove any affected versions.",http://www.nessus.org/u?d22a1e87,"
The following vulnerable instances of Java are installed on the
remote host :

  Path              : /home/anshul/.local/Android-Studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Path              : /home/anshul/Android-studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Installed version : 1.11.0_4
  Fixed version     : 1.7.0_251 / 1.8.0_241 / 1.11.0_6 / 1.13.0_2
"
132960,CVE-2020-2601,6.8,High,192.168.1.6,tcp,0,Oracle Java SE 1.7.0_251 / 1.8.0_241 / 1.11.0_6 / 1.13.0_2 Multiple Vulnerabilities (Jan 2020 CPU) (Unix),"The remote Unix host contains a programming platform that is affected
by multiple vulnerabilities.","The version of Oracle (formerly Sun) Java SE or Java for Business
installed on the remote host is prior to 7 Update 251, 8 Update 241,
11 Update 6, or 13 Update 2. It is, therefore, affected by multiple
vulnerabilities:

  - Oracle Java SE and Java SE Embedded are prone to a severe division by zero, over 'Multiple' protocol.
    This issue affects the 'SQLite' component.(CVE-2019-16168)

  - Oracle Java SE and Java SE Embedded are prone to format string vulnerability, leading to a read
    uninitialized stack data over 'Multiple' protocol. This issue affects the 'libxst' component.
    (CVE-2019-13117, CVE-2019-13118)

  - Oracle Java SE and Java SE Embedded are prone to a remote security vulnerability. An unauthenticated
    remote attacker can exploit this over 'Kerberos' protocol. This issue affects the 'Security' component.
    (CVE-2020-2601, CVE-2020-2590)

  - Oracle Java SE/Java SE Embedded are prone to a remote security vulnerability. An unauthenticated
    remote attacker can exploit this overmultiple protocols. This issue affects the 'Serialization' component.
    (CVE-2020-2604, CVE-2020-2583)

  - Oracle Java SE/Java SE Embedded are prone to a remote security vulnerability. Tn unauthenticated
    remote attacker can exploit this over multiple protocols. This issue affects the 'Networking' component.
    (CVE-2020-2593, CVE-2020-2659)

  - Oracle Java SE are prone to a remote security vulnerability. An unauthenticated remote attacker can exploit
    this over multiple protocols. This issue affects the 'Libraries' component. (CVE-2020-2654)

  - Oracle Java SE are prone to a multiple security vulnerability. An unauthenticated remote attacker can exploit
    this over multiple protocols. This issue affects the 'JavaFX' component. (CVE-2020-2585)

  - Oracle Java SE are prone to a multiple security vulnerability. An unauthenticate remote attacker can exploit
    this over 'HTTPS' protocols. This issue affects the 'JSSE' component. (CVE-2020-2655)

Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Oracle JDK / JRE 13 Update 2 , 11 Update 6, 8 Update 241
/ 7 Update 251 or later. If necessary, remove any affected versions.",http://www.nessus.org/u?d22a1e87,"
The following vulnerable instances of Java are installed on the
remote host :

  Path              : /home/anshul/.local/Android-Studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Path              : /home/anshul/Android-studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Installed version : 1.11.0_4
  Fixed version     : 1.7.0_251 / 1.8.0_241 / 1.11.0_6 / 1.13.0_2
"
132960,CVE-2020-2604,6.8,High,192.168.1.6,tcp,0,Oracle Java SE 1.7.0_251 / 1.8.0_241 / 1.11.0_6 / 1.13.0_2 Multiple Vulnerabilities (Jan 2020 CPU) (Unix),"The remote Unix host contains a programming platform that is affected
by multiple vulnerabilities.","The version of Oracle (formerly Sun) Java SE or Java for Business
installed on the remote host is prior to 7 Update 251, 8 Update 241,
11 Update 6, or 13 Update 2. It is, therefore, affected by multiple
vulnerabilities:

  - Oracle Java SE and Java SE Embedded are prone to a severe division by zero, over 'Multiple' protocol.
    This issue affects the 'SQLite' component.(CVE-2019-16168)

  - Oracle Java SE and Java SE Embedded are prone to format string vulnerability, leading to a read
    uninitialized stack data over 'Multiple' protocol. This issue affects the 'libxst' component.
    (CVE-2019-13117, CVE-2019-13118)

  - Oracle Java SE and Java SE Embedded are prone to a remote security vulnerability. An unauthenticated
    remote attacker can exploit this over 'Kerberos' protocol. This issue affects the 'Security' component.
    (CVE-2020-2601, CVE-2020-2590)

  - Oracle Java SE/Java SE Embedded are prone to a remote security vulnerability. An unauthenticated
    remote attacker can exploit this overmultiple protocols. This issue affects the 'Serialization' component.
    (CVE-2020-2604, CVE-2020-2583)

  - Oracle Java SE/Java SE Embedded are prone to a remote security vulnerability. Tn unauthenticated
    remote attacker can exploit this over multiple protocols. This issue affects the 'Networking' component.
    (CVE-2020-2593, CVE-2020-2659)

  - Oracle Java SE are prone to a remote security vulnerability. An unauthenticated remote attacker can exploit
    this over multiple protocols. This issue affects the 'Libraries' component. (CVE-2020-2654)

  - Oracle Java SE are prone to a multiple security vulnerability. An unauthenticated remote attacker can exploit
    this over multiple protocols. This issue affects the 'JavaFX' component. (CVE-2020-2585)

  - Oracle Java SE are prone to a multiple security vulnerability. An unauthenticate remote attacker can exploit
    this over 'HTTPS' protocols. This issue affects the 'JSSE' component. (CVE-2020-2655)

Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Oracle JDK / JRE 13 Update 2 , 11 Update 6, 8 Update 241
/ 7 Update 251 or later. If necessary, remove any affected versions.",http://www.nessus.org/u?d22a1e87,"
The following vulnerable instances of Java are installed on the
remote host :

  Path              : /home/anshul/.local/Android-Studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Path              : /home/anshul/Android-studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Installed version : 1.11.0_4
  Fixed version     : 1.7.0_251 / 1.8.0_241 / 1.11.0_6 / 1.13.0_2
"
132960,CVE-2020-2654,6.8,High,192.168.1.6,tcp,0,Oracle Java SE 1.7.0_251 / 1.8.0_241 / 1.11.0_6 / 1.13.0_2 Multiple Vulnerabilities (Jan 2020 CPU) (Unix),"The remote Unix host contains a programming platform that is affected
by multiple vulnerabilities.","The version of Oracle (formerly Sun) Java SE or Java for Business
installed on the remote host is prior to 7 Update 251, 8 Update 241,
11 Update 6, or 13 Update 2. It is, therefore, affected by multiple
vulnerabilities:

  - Oracle Java SE and Java SE Embedded are prone to a severe division by zero, over 'Multiple' protocol.
    This issue affects the 'SQLite' component.(CVE-2019-16168)

  - Oracle Java SE and Java SE Embedded are prone to format string vulnerability, leading to a read
    uninitialized stack data over 'Multiple' protocol. This issue affects the 'libxst' component.
    (CVE-2019-13117, CVE-2019-13118)

  - Oracle Java SE and Java SE Embedded are prone to a remote security vulnerability. An unauthenticated
    remote attacker can exploit this over 'Kerberos' protocol. This issue affects the 'Security' component.
    (CVE-2020-2601, CVE-2020-2590)

  - Oracle Java SE/Java SE Embedded are prone to a remote security vulnerability. An unauthenticated
    remote attacker can exploit this overmultiple protocols. This issue affects the 'Serialization' component.
    (CVE-2020-2604, CVE-2020-2583)

  - Oracle Java SE/Java SE Embedded are prone to a remote security vulnerability. Tn unauthenticated
    remote attacker can exploit this over multiple protocols. This issue affects the 'Networking' component.
    (CVE-2020-2593, CVE-2020-2659)

  - Oracle Java SE are prone to a remote security vulnerability. An unauthenticated remote attacker can exploit
    this over multiple protocols. This issue affects the 'Libraries' component. (CVE-2020-2654)

  - Oracle Java SE are prone to a multiple security vulnerability. An unauthenticated remote attacker can exploit
    this over multiple protocols. This issue affects the 'JavaFX' component. (CVE-2020-2585)

  - Oracle Java SE are prone to a multiple security vulnerability. An unauthenticate remote attacker can exploit
    this over 'HTTPS' protocols. This issue affects the 'JSSE' component. (CVE-2020-2655)

Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Oracle JDK / JRE 13 Update 2 , 11 Update 6, 8 Update 241
/ 7 Update 251 or later. If necessary, remove any affected versions.",http://www.nessus.org/u?d22a1e87,"
The following vulnerable instances of Java are installed on the
remote host :

  Path              : /home/anshul/.local/Android-Studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Path              : /home/anshul/Android-studio/ideaIU-2019.2.3/idea-IU-192.6817.14/jbr
  Installed version : 1.11.0_4
  Fixed version     : 1.7.0_251 / 1.8.0_241 / 1.11.0_6 / 1.13.0_2
"
